proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathwayClass	pathwayType
441801	1.5.1.10	Saccharopine dehydrogenase (NADP+, L-glutamate forming).	N6-(L-1,3-dicarboxypropyl)-L-lysine + NADP(+) + H(2)O = L-glutamate + 2-aminoadipate 6-semialdehyde + NADPH.			Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
441801	2.5.1.16	Spermidine synthase.	"S-adenosylmethioninamine + putrescine = 5'-methylthioadenosine + spermidine."			Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
441801	2.5.1.16	Spermidine synthase.	"S-adenosylmethioninamine + putrescine = 5'-methylthioadenosine + spermidine."			beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
441801	2.5.1.16	Spermidine synthase.	"S-adenosylmethioninamine + putrescine = 5'-methylthioadenosine + spermidine."			Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
441860	1.1.1.283							
441969	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.					
441974	3.6.3.1	Magnesium-ATPase.	ATP + H(2)O = ADP + phosphate.	Magnesium.	Progressive familial intrahepatic cholestasis; MIM:211600. Benign recurrent intrahepatic cholestasis; MIM:243300.			
441996	3.1.1.5	Lysophospholipase.	2-lysophosphatidylcholine + H(2)O = glycerophosphocholine + a fatty acid anion.			Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
441996	3.1.3.99							
442154	3.1.4.12	Sphingomyelin phosphodiesterase.	Sphingomyelin + H(2)O = N-acylsphingosine + choline phosphate.		Niemann-Pick disease, types A and B; MIM:257200.	Sphingophospholipid biosynthesis	Metabolism of Complex Lipids	METABOLIC
442160	1.3.3.15							
442160	1.3.3.4	Protoporphyrinogen oxidase.	Protoporphyrinogen-IX + O(2) = protoporphyrin-IX + H(2)O(2).	FAD.	Porphyria variegata; MIM:176200.	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
442207	3.2.1.10	Oligosaccharide alpha-1,6-glucosidase.	Hydrolysis of 1,6-alpha-D-glucosidic linkages in some oligosaccharides produced from starch and glycogen by alpha-amylase, and in isomaltose.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
442207	3.2.1.20	Alpha-glucosidase.	Hydrolysis of terminal, non-reducing 1,4-linked D-glucose residues with release of D-glucose.		Glycogen storage disease II; MIM:232300.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
442207	3.2.1.20	Alpha-glucosidase.	Hydrolysis of terminal, non-reducing 1,4-linked D-glucose residues with release of D-glucose.		Glycogen storage disease II; MIM:232300.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
442474	1.1.1.307							
442512	2.3.2.23							
442542	3.6.1.41	"Bis(5'-nucleosyl)-tetraphosphatase (symmetrical)."	"P(1),P(4)-bis(5'-adenosyl)tetraphosphate + H(2)O = 2 ADP."			Purine metabolism	Nucleotide Metabolism	METABOLIC
442658	3.2.1.6	Endo-1,3(4)-beta-glucanase.	Endohydrolysis of 1,3- or 1,4-linkages in beta-D-glucans when the glucose residue whose reducing group is involved in the linkage to be hydrolysed is itself substituted at C-3.					
442987	3.6.4.13							
443385	2.4.1.83	Dolichyl-phosphate beta-D-mannosyltransferase.	GDP-mannose + dolichyl phosphate = GDP + dolichyl D-mannosyl phosphate.			N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
443524	3.1.3.41	4-nitrophenylphosphatase.	4-nitrophenyl phosphate + H(2)O = 4-nitrophenol + phosphate.			gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
443788	2.3.1.48	Histone acetyltransferase.	Acetyl-CoA + histone = CoA + acetyl-histone.					
443887	2.3.2.27							
443994	3.1.3.96							
444028	1.2.4.1	Pyruvate dehydrogenase (lipoamide).	Pyruvate + lipoamide = S-acetyldihydrolipoamide + CO(2).	Thiamine pyrophosphate.	Ataxia with lactic acidosis I; MIM:208800.	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
444028	1.2.4.1	Pyruvate dehydrogenase (lipoamide).	Pyruvate + lipoamide = S-acetyldihydrolipoamide + CO(2).	Thiamine pyrophosphate.	Ataxia with lactic acidosis I; MIM:208800.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
444028	1.2.4.1	Pyruvate dehydrogenase (lipoamide).	Pyruvate + lipoamide = S-acetyldihydrolipoamide + CO(2).	Thiamine pyrophosphate.	Ataxia with lactic acidosis I; MIM:208800.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
444028	1.2.4.1	Pyruvate dehydrogenase (lipoamide).	Pyruvate + lipoamide = S-acetyldihydrolipoamide + CO(2).	Thiamine pyrophosphate.	Ataxia with lactic acidosis I; MIM:208800.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
444037	1.11.1.5	Cytochrome-c peroxidase.	2 ferrocytochrome c + H(2)O(2) = 2 ferricytochrome c + 2 H(2)O.	Heme.				
444098	3.2.1.58	Glucan 1,3-beta-glucosidase.	Successive hydrolysis of beta-D-glucose units from the non-reducing ends of 1,3-beta-D-glucans, releasing alpha-glucose.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
444189	3.4.11.22	Aminopeptidase I	Release of an N-terminal amino acid, preferably a neutral or hydrophobic one, from a polypeptide. Aminoacyl-arylamides are poor substrates.					
444241	2.7.1.17	Xylulokinase.	ATP + D-xylulose = ADP + D-xylulose 5-phosphate.			Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
444663	2.7.1.28	Triokinase.	ATP + D-glyceraldehyde = ADP + D-glyceraldehyde 3-phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
444663	2.7.1.28	Triokinase.	ATP + D-glyceraldehyde = ADP + D-glyceraldehyde 3-phosphate.			Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
444663	2.7.1.29	Glycerone kinase.	ATP + glycerone = ADP + glycerone phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
444663	4.6.1.15							
444908	1.4.3.5	Pyridoxamine-phosphate oxidase.	"Pyridoxamine 5'-phosphate + H(2)O + O(2) = pyridoxal 5'-phosphate + NH(3) + H(2)O(2)."	FMN.		Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
444956	1.3.1.38	Trans-2-enoyl-CoA reductase (NADPH).	Acyl-CoA + NADP(+) = trans-2,3-dehydroacyl-CoA + NADPH.					
445291	1.1.1.31	3-hydroxyisobutyrate dehydrogenase.	3-hydroxy-2-methylpropanoate + NAD(+) = 2-methyl-3-oxopropanoate + NADH.		3-hydroxyisobutyricaciduria; MIM:236795.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
445326	2.3.1.1	Amino-acid N-acetyltransferase.	Acetyl-CoA + L-glutamate = CoA + N-acetyl-L-glutamate.			Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
445475	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
445475	3.1.3.43	[Pyruvate dehydrogenase (lipoamide)]-phosphatase.	[Pyruvate dehydrogenase (lipoamide)] phosphate + H(2)O = [pyruvate dehydrogenase (lipoamide)] + phosphate.					
445547	3.6.4.12							
445857	6.5.1.1	DNA ligase (ATP).	ATP + {deoxyribonucleotide}(N) + {deoxyribonucleotide}(M) = AMP + diphosphate + {deoxyribonucleotide}(N+M).					
445857	6.5.1.6							
445857	6.5.1.7							
446098	2.1.1.77	Protein-L-isoaspartate(D-aspartate) O-methyltransferase.	S-adenosyl-L-methionine + protein L-beta-aspartate = S-adenosyl-L- homocysteine + protein L-beta-aspartate methyl ester.					
446508	2.3.1.181							
446699	1.6.5.5	NADPH:quinone reductase.	NADPH + quinone = NADP(+) + semiquinone.	Zinc.				
446908	1.1.1.300							
447164	3.2.1.40	Alpha-L-rhamnosidase.	Hydrolysis of terminal non-reducing alpha-L-rhamnoase residues in alpha-L-rhamnosides.					
447397	2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase.	UDP-glucose + alpha-D-galactose 1-phosphate = alpha-D-glucose 1-phosphate + UDP-galactose.			Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
447397	2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase.	UDP-glucose + alpha-D-galactose 1-phosphate = alpha-D-glucose 1-phosphate + UDP-galactose.			Galactose metabolism	Carbohydrate Metabolism	METABOLIC
447573	3.4.11.15	Lysyl aminopeptidase.	Release of N-terminal lysine.	Cobalt.				
447646	1.10.3.3	L-ascorbate oxidase.	2 L-ascorbate + O(2) = 2 dehydroascorbate + 2 H(2)O.	Copper.		Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
447707	2.3.2.27							
447860	2.5.1.21	Farnesyl-diphosphate farnesyltransferase.	2 farnesyl diphosphate = diphosphate + presqualene diphosphate.			Sterol biosynthesis	Lipid Metabolism	METABOLIC
447860	2.5.1.21	Farnesyl-diphosphate farnesyltransferase.	2 farnesyl diphosphate = diphosphate + presqualene diphosphate.			Terpenoid biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
448026	1.1.1.18	Myo-inositol 2-dehydrogenase.	Myo-inositol + NAD(+) = 2,4,6/3,5-pentahydroxycyclohexanone + NADH.			Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
448026	1.1.1.18	Myo-inositol 2-dehydrogenase.	Myo-inositol + NAD(+) = 2,4,6/3,5-pentahydroxycyclohexanone + NADH.			Inositol metabolism	Carbohydrate Metabolism	METABOLIC
448026	1.1.1.369							
448613	1.1.1.18	Myo-inositol 2-dehydrogenase.	Myo-inositol + NAD(+) = 2,4,6/3,5-pentahydroxycyclohexanone + NADH.			Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
448613	1.1.1.18	Myo-inositol 2-dehydrogenase.	Myo-inositol + NAD(+) = 2,4,6/3,5-pentahydroxycyclohexanone + NADH.			Inositol metabolism	Carbohydrate Metabolism	METABOLIC
448613	1.1.1.369							
448785	4.2.1.134							
448914	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.		Bile acid biosynthesis	Lipid Metabolism	METABOLIC
448914	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.		Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
448914	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.		Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
448914	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.		Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
448914	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.		Fatty acid metabolism	Lipid Metabolism	METABOLIC
449079	3.1.4.50	Glycoprotein phospholipase D.	Glycoprotein phosphatidylinositol + H(2)O = phosphatidate + glycoprotein inositol.					
449199	2.3.1.20	Diacylglycerol O-acyltransferase.	Acyl-CoA + 1,2-diacylglycerol = CoA + triacylglycerol.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
449199	2.3.1.26	Sterol O-acyltransferase.	Acyl-CoA + cholesterol = CoA + cholesterol ester.			Bile acid biosynthesis	Lipid Metabolism	METABOLIC
449199	2.3.1.75	Long-chain-alcohol O-fatty-acyltransferase.	Acyl-CoA + a long-chain alcohol = CoA + a long-chain ester.					
449199	2.3.1.76	Retinol O-fatty-acyltransferase.	Acyl-CoA + retinol = CoA + retinyl ester.			Retinol metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
449200	2.1.1.201							
449283	2.5.1.15	Dihydropteroate synthase.	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + 4-aminobenzoate = diphosphate + dihydropteroate.			Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
449283	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase.	ATP + 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine = AMP + 2-amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine.			Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
449283	4.1.2.25	Dihydroneopterin aldolase.	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8- dihydropteridine = 2-amino-4-hydroxy-6-hydroxymethyl-7,8- dihydropteridine + glycolaldehyde.			Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
449527	2.7.11.25							
449560	2.7.11.1							
449667	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase.	ATP + 5-formyltetrahydrofolate = ADP + phosphate + 5,10- methenyltetrahydrofolate.			One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
450303	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
450312	6.1.1.10	Methionine--tRNA ligase.	ATP + L-methionine + tRNA(Met) = AMP + diphosphate + L-methionyl- tRNA(Met).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
450312	6.1.1.10	Methionine--tRNA ligase.	ATP + L-methionine + tRNA(Met) = AMP + diphosphate + L-methionyl- tRNA(Met).			Methionine metabolism	Amino Acid Metabolism	METABOLIC
450312	6.1.1.10	Methionine--tRNA ligase.	ATP + L-methionine + tRNA(Met) = AMP + diphosphate + L-methionyl- tRNA(Met).			Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
450318	1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP+).	5,10-methylenetetrahydrofolate + NADP(+) = 5,10-methenyltetrahydrofolate + NADPH.			One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
450318	1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP+).	5,10-methylenetetrahydrofolate + NADP(+) = 5,10-methenyltetrahydrofolate + NADPH.			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
450318	3.5.4.9	Methenyltetrahydrofolate cyclohydrolase.	5,10-methenyltetrahydrofolate + H(2)O = 10-formyltetrahydrofolate.			One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
450318	3.5.4.9	Methenyltetrahydrofolate cyclohydrolase.	5,10-methenyltetrahydrofolate + H(2)O = 10-formyltetrahydrofolate.			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
450318	6.3.4.3	Formate--tetrahydrofolate ligase.	ATP + formate + tetrahydrofolate = ADP + phosphate + 10-formyltetrahydrofolate.			Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
450318	6.3.4.3	Formate--tetrahydrofolate ligase.	ATP + formate + tetrahydrofolate = ADP + phosphate + 10-formyltetrahydrofolate.			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
450318	6.3.4.3	Formate--tetrahydrofolate ligase.	ATP + formate + tetrahydrofolate = ADP + phosphate + 10-formyltetrahydrofolate.			One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
450521	2.7.2.3	Phosphoglycerate kinase.	ATP + 3-phospho-D-glycerate = ADP + 3-phospho-D-glyceroyl phosphate.		Hemolytic anemia due to phosphoglycerate kinase deficiency; MIM:311800.	Carbon fixation	Energy Metabolism	METABOLIC
450521	2.7.2.3	Phosphoglycerate kinase.	ATP + 3-phospho-D-glycerate = ADP + 3-phospho-D-glyceroyl phosphate.		Hemolytic anemia due to phosphoglycerate kinase deficiency; MIM:311800.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
450636	1.11.1.15							
450671	2.3.3.14							
450753	1.7.3.3	Urate oxidase.	Urate + O(2) + H(2)O = 5-hydroxyisourate + H(2)O(2).			Purine metabolism	Nucleotide Metabolism	METABOLIC
450790	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
450790	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
450790	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.					
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	1,2-Dichloroethane degradation	Biodegradation of Xenobiotics	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Histidine metabolism	Amino Acid Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Lysine degradation	Amino Acid Metabolism	METABOLIC
450816	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
451007	1.4.1.13	Glutamate synthase (NADPH).	2 L-glutamate + NADP(+) = L-glutamine + 2-oxoglutarate + NADPH.	Iron-sulfur; FAD; FMN.		Glutamate metabolism	Amino Acid Metabolism	METABOLIC
451007	1.4.1.13	Glutamate synthase (NADPH).	2 L-glutamate + NADP(+) = L-glutamine + 2-oxoglutarate + NADPH.	Iron-sulfur; FAD; FMN.		Nitrogen metabolism	Energy Metabolism	METABOLIC
451007	1.4.1.14	Glutamate synthase (NADH).	2 L-glutamate + NAD(+) = L-glutamine + 2-oxoglutarate + NADH.	FMN.		Glutamate metabolism	Amino Acid Metabolism	METABOLIC
451007	1.4.1.14	Glutamate synthase (NADH).	2 L-glutamate + NAD(+) = L-glutamine + 2-oxoglutarate + NADH.	FMN.		Nitrogen metabolism	Energy Metabolism	METABOLIC
451013	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.		Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
451013	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.		Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
451264	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).					
451332	3.5.4.12	dCMP deaminase.	dCMP + H(2)O = dUMP + NH(3).			  Type II secretion system	SORTING AND DEGRADATION	REGULATORY
451332	3.5.4.12	dCMP deaminase.	dCMP + H(2)O = dUMP + NH(3).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
451337	2.3.2.23							
451399	2.4.1.186	Glycogenin glucosyltransferase.	UDP-glucose + glycogenin = UDP + glucosylglycogenin.					
451457	1.4.1.13	Glutamate synthase (NADPH).	2 L-glutamate + NADP(+) = L-glutamine + 2-oxoglutarate + NADPH.	Iron-sulfur; FAD; FMN.		Glutamate metabolism	Amino Acid Metabolism	METABOLIC
451457	1.4.1.13	Glutamate synthase (NADPH).	2 L-glutamate + NADP(+) = L-glutamine + 2-oxoglutarate + NADPH.	Iron-sulfur; FAD; FMN.		Nitrogen metabolism	Energy Metabolism	METABOLIC
451457	1.4.1.14	Glutamate synthase (NADH).	2 L-glutamate + NAD(+) = L-glutamine + 2-oxoglutarate + NADH.	FMN.		Glutamate metabolism	Amino Acid Metabolism	METABOLIC
451457	1.4.1.14	Glutamate synthase (NADH).	2 L-glutamate + NAD(+) = L-glutamine + 2-oxoglutarate + NADH.	FMN.		Nitrogen metabolism	Energy Metabolism	METABOLIC
